,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9,Exchange
213,AGR,"Avangrid, Inc.",52.31,16164065778.32,,2015.0,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/agr,,NYSE
214,AVY,Avery Dennison Corporation,115.91,10204295414.88,,,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy,,NYSE
215,BHGE,"Baker Hughes, a GE company",30.26,34656378719.3,,2017.0,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhge,,NYSE
216,BLL,Ball Corporation,39.4,13792192413.0,,,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll,,NYSE
217,BBVA,Banco Bilbao Viscaya Argentaria S.A.,8.37,55810210674.6,,,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva,,NYSE
218,BBD,Banco Bradesco Sa,9.78,59512019905.8,,,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd,,NYSE
219,BCH,Banco De Chile,86.65,14361390063.0,,,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch,,NYSE
220,BSBR,Banco Santander Brasil SA,9.53,71425968150.0,,2009.0,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr,,NYSE
221,BSAC,Banco Santander Chile,28.99,13657633010.84,,,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac,,NYSE
222,SAN,"Banco Santander, S.A.",6.56,105853167497.92,,,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san,,NYSE
223,BAC,Bank of America Corporation,29.04,302905021122.0,,,Finance,Major Banks,http://www.nasdaq.com/symbol/bac,,NYSE
224,BK,Bank Of New York Mellon Corporation (The),54.2,55502011532.6,,,Finance,Major Banks,http://www.nasdaq.com/symbol/bk,,NYSE
225,BNS,Bank of Nova Scotia (The),63.83,76546960368.45,,,Finance,Major Banks,http://www.nasdaq.com/symbol/bns,,NYSE
226,ABX,Barrick Gold Corporation,14.06,16397662658.82,,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx,,NYSE
227,BAX,Baxter International Inc.,65.33,35593869529.59,,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax,,NYSE
228,BBT,BB&T Corporation,49.53,39075259705.56,,,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt,,NYSE
229,BCE,"BCE, Inc.",47.64,42897455817.36,,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce,,NYSE
230,BDX,"Becton, Dickinson and Company",221.46,50488080518.88,,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx,,NYSE
231,BBY,"Best Buy Co., Inc.",65.32,19094766784.04,,,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby,,NYSE
232,BHP,BHP Billiton Limited,43.08,114673852866.0,,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp,,NYSE
233,BBL,BHP Billiton plc,37.84,100725594068.0,,,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl,,NYSE
234,BLK,"BlackRock, Inc.",511.87,82069223251.07,,1999.0,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/blk,,NYSE
235,BA,Boeing Company (The),293.94,175064351050.62,,,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/ba,,NYSE
236,BWA,BorgWarner Inc.,51.53,10864507853.47,,,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/bwa,,NYSE
237,BXP,"Boston Properties, Inc.",129.41,19970844443.06,,1997.0,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxp,,NYSE
238,BSX,Boston Scientific Corporation,25.78,35400980428.26,,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bsx,,NYSE
239,BP,BP p.l.c.,40.28,132744076691.8,,,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bp,,NYSE
240,BAK,Braskem S.A.,26.62,10592280080.8,,,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bak,,NYSE
241,BMY,Bristol-Myers Squibb Company,62.41,102146428027.36,,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmy,,NYSE
242,BTI,British American Tobacco p.l.c.,65.86,151057923647.22,,,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/bti,,NYSE
243,BR,"Broadridge Financial Solutions, Inc.",90.03,10493221304.91,,,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/br,,NYSE
244,BAM,Brookfield Asset Management Inc,43.67,43196074818.6,,,Consumer Services,Building operators,http://www.nasdaq.com/symbol/bam,,NYSE
245,BIP,Brookfield Infrastructure Partners LP,44.38,12269924197.16,,,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/bip,,NYSE
246,BT,BT Group plc,18.53,36755302760.32,,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bt,,NYSE
247,BCR,"C.R. Bard, Inc.",334.5,24382498434.0,,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bcr,,NYSE
248,COG,Cabot Oil & Gas Corporation,26.64,12321224148.96,,1990.0,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cog,,NYSE
249,CPB,Campbell Soup Company,49.59,14903208364.59,,,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cpb,,NYSE
250,CM,Canadian Imperial Bank of Commerce,92.72,40938790666.24,,,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cm,,NYSE
251,CNI,Canadian National Railway Company,80.35,59904201994.4,,,Transportation,Railroads,http://www.nasdaq.com/symbol/cni,,NYSE
252,CNQ,Canadian Natural Resources Limited,33.06,40271699242.38,,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cnq,,NYSE
253,CP,Canadian Pacific Railway Limited,178.68,25906892355.24,,,Transportation,Railroads,http://www.nasdaq.com/symbol/cp,,NYSE
254,CAJ,"Canon, Inc.",38.45,51283205190.8,,,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/caj,,NYSE
255,COF,Capital One Financial Corporation,96.31,46685712168.42,,1994.0,Finance,Major Banks,http://www.nasdaq.com/symbol/cof,,NYSE
256,CAH,"Cardinal Health, Inc.",63.19,19879804074.79,,,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/cah,,NYSE
257,KMX,CarMax Inc,67.73,12349214218.77,,,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kmx,,NYSE
258,CCL,Carnival Corporation,65.95,47293097107.05,,1987.0,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ccl,,NYSE
259,CAT,"Caterpillar, Inc.",146.69,87270807143.58,,,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cat,,NYSE
260,CBG,"CBRE Group, Inc.",43.25,14681607718.5,,2004.0,Finance,Real Estate,http://www.nasdaq.com/symbol/cbg,,NYSE
261,CBS,CBS Corporation,58.9,22518884895.8,,,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cbs,,NYSE
262,CE,Celanese Corporation,106.54,14450700138.28,,2005.0,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ce,,NYSE
263,CX,Cemex S.A.B. de C.V.,7.39,10763596137.47,,,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cx,,NYSE
264,CVE,Cenovus Energy Inc,8.44,10370206317.64,,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cve,,NYSE
265,CNC,Centene Corporation,94.86,16369661130.66,,,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cnc,,NYSE
266,CNP,"CenterPoint Energy, Inc.",28.8,12413765059.2,,,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cnp,,NYSE
267,CTL,"CenturyLink, Inc.",16.99,18162366627.67,,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctl,,NYSE
268,GIB,"CGI Group, Inc.",53.97,13752441054.03,,,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/gib,,NYSE
269,CVX,Chevron Corporation,119.73,227412040399.44,,,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvx,,NYSE
270,LFC,China Life Insurance Company Limited,15.38,86942232580.0,,2003.0,Finance,Life Insurance,http://www.nasdaq.com/symbol/lfc,,NYSE
271,CHL,China Mobile (Hong Kong) Ltd.,49.18,201396849755.22,,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chl,,NYSE
272,SNP,China Petroleum & Chemical Corporation,70.34,85161488832.64,,,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/snp,,NYSE
273,CHA,China Telecom Corp Ltd,48.9,39575748000.0,,2002.0,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cha,,NYSE
274,CHU,China Unicom (Hong Kong) Ltd,13.57,41521654729.38,,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chu,,NYSE
275,CB,Chubb Limited,148.72,69039093757.92,,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cb,,NYSE
276,CHT,"Chunghwa Telecom Co., Ltd.",35.13,27251911311.0,,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cht,,NYSE
277,CHD,"Church & Dwight Company, Inc.",49.06,12261337278.52,,,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/chd,,NYSE
278,CI,Cigna Corporation,204.14,50330656982.84,,,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ci,,NYSE
279,XEC,Cimarex Energy Co,112.33,10700657009.33,,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xec,,NYSE
280,CFG,"Citizens Financial Group, Inc.",41.7,20516041505.1,,2014.0,Finance,Major Banks,http://www.nasdaq.com/symbol/cfg,,NYSE
281,CLX,Clorox Company (The),147.63,19035198284.13,,,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/clx,,NYSE
282,CMS,CMS Energy Corporation,49.25,13870791522.25,,,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms,,NYSE
283,CNA,CNA Financial Corporation,53.06,14388644722.2,,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cna,,NYSE
284,CNHI,CNH Industrial N.V.,13.0,17727794539.0,,2013.0,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cnhi,,NYSE
285,KOF,Coca Cola Femsa S.A.B. de C.V.,69.28,14554342400.0,,1993.0,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/kof,,NYSE
286,KO,Coca-Cola Company (The),46.19,196800223326.04,,,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ko,,NYSE
287,CCE,Coca-Cola European Partners plc,39.19,18990300494.64,,2016.0,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cce,,NYSE
288,CL,Colgate-Palmolive Company,74.05,65023691763.15,,,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/cl,,NYSE
289,CMA,Comerica Incorporated,85.29,14833213591.02,,,Finance,Major Banks,http://www.nasdaq.com/symbol/cma,,NYSE
290,CAG,"ConAgra Brands, Inc.",37.76,15424889464.32,,,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cag,,NYSE
291,CXO,Concho Resources Inc.,136.4,20282138764.8,,2007.0,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cxo,,NYSE
292,COP,ConocoPhillips,52.17,62370060538.08,,,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cop,,NYSE
293,ED,Consolidated Edison Inc,88.24,27360470647.28,,,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ed,,NYSE
294,STZ,Constellation Brands Inc,224.44,43902428747.76,,,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/stz,,NYSE
295,CLR,"Continental Resources, Inc.",47.2,17709860268.8,,2007.0,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/clr,,NYSE
296,COO,"Cooper Companies, Inc. (The)",229.3,11224060732.0,,,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/coo,,NYSE
297,GLW,Corning Incorporated,32.05,27853290823.8,,,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/glw,,NYSE
298,COTY,Coty Inc.,19.78,14824943096.36,,2013.0,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/coty,,NYSE
299,BAP,Credicorp Ltd.,192.0,18121344000.0,,,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bap,,NYSE
300,CS,Credit Suisse Group,17.61,44994641908.05,,,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cs,,NYSE
301,CRH,CRH PLC,33.87,28411789380.75,,,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/crh,,NYSE
302,CCI,Crown Castle International Corporation,110.65,44954338819.15,,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cci,,NYSE
303,CMI,Cummins Inc.,169.63,28153071774.64,,,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cmi,,NYSE
304,CVS,CVS Health Corporation,73.08,74036519126.64,,,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cvs,,NYSE
305,DHI,"D.R. Horton, Inc.",50.58,18969413390.82,,,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/dhi,,NYSE
306,DHR,Danaher Corporation,94.0,65386894158.0,,,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dhr,,NYSE
307,DRI,"Darden Restaurants, Inc.",88.41,10933953447.06,,,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dri,,NYSE
308,DVA,DaVita Inc.,70.52,12926316000.0,,,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva,,NYSE
309,DE,Deere & Company,150.87,48549966000.0,,,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/de,,NYSE
310,DVMT,Dell Technologies Inc.,80.99,16452354764.3,,,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/dvmt,,NYSE
311,DAL,"Delta Air Lines, Inc.",56.1,39997793097.9,,,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/dal,,NYSE
312,DB,Deutsche Bank AG,19.43,40146266000.0,,,Finance,Major Banks,http://www.nasdaq.com/symbol/db,,NYSE
313,DVN,Devon Energy Corporation,37.68,19800840000.0,,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dvn,,NYSE
314,DEO,Diageo plc,141.54,88236571728.9,,,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/deo,,NYSE
315,DLR,"Digital Realty Trust, Inc.",114.46,23514956562.2,,2004.0,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr,,NYSE
316,DFS,Discover Financial Services,74.59,27104561117.11,,,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfs,,NYSE
317,DG,Dollar General Corporation,90.93,24847441324.65,,2009.0,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dg,,NYSE
318,D,"Dominion Energy, Inc.",84.91,54642112685.79,,,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/d,,NYSE
319,DOV,Dover Corporation,97.48,15186515453.2,,,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dov,,NYSE
320,DWDP,DowDuPont Inc.,70.0,163799318270.0,,2017.0,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dwdp,,NYSE
321,DPS,"Dr Pepper Snapple Group, Inc",93.92,16956453453.6,,,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps,,NYSE
322,DTE,DTE Energy Company,113.23,20312362083.78,,,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dte,,NYSE
323,DUK,Duke Energy Corporation,87.84,61485857933.76,,,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/duk,,NYSE
324,DXC,DXC Technology Company,95.25,27171847961.25,,,Technology,EDP Services,http://www.nasdaq.com/symbol/dxc,,NYSE
325,EMN,Eastman Chemical Company,90.23,12969154821.77,,,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/emn,,NYSE
326,ETN,"Eaton Corporation, PLC",77.29,34053974000.0,,,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/etn,,NYSE
327,ECL,Ecolab Inc.,135.19,39058324892.95,,,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ecl,,NYSE
328,EC,Ecopetrol S.A.,12.91,26540826415.94,,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ec,,NYSE
329,EIX,Edison International,69.71,22712299170.26,,,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix,,NYSE
330,EW,Edwards Lifesciences Corporation,114.22,24171223950.02,,,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ew,,NYSE
331,LLY,Eli Lilly and Company,86.54,95288736289.94,,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lly,,NYSE
332,EMR,Emerson Electric Company,67.26,43168802303.88,,,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/emr,,NYSE
333,ENB,Enbridge Inc,38.72,65324773631.04,,,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/enb,,NYSE
334,ECA,Encana Corporation,11.11,10810274831.07,,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eca,,NYSE
335,ENIA,Enel Americas S.A.,10.15,11662886224.5,,,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/enia,,NYSE
336,ETE,"Energy Transfer Equity, L.P.",16.77,18097932953.1,,2006.0,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ete,,NYSE
337,ETP,"Energy Transfer Partners, L.P.",17.5,20221138420.0,,,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/etp,,NYSE
338,E,ENI S.p.A.,32.67,59364417365.55,,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/e,,NYSE
339,ETR,Entergy Corporation,83.8,15105067906.6,,,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/etr,,NYSE
340,EPD,Enterprise Products Partners L.P.,26.09,56382744462.99,,,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/epd,,NYSE
341,EOG,"EOG Resources, Inc.",98.55,56983505116.5,,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eog,,NYSE
342,EQT,EQT Corporation,54.71,14511444530.0,,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eqt,,NYSE
343,EFX,"Equifax, Inc.",119.51,14350686225.76,,,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/efx,,NYSE
344,EQR,Equity Residential,65.66,24129051048.76,,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqr,,NYSE
345,ESS,"Essex Property Trust, Inc.",249.79,16495389473.91,,1994.0,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ess,,NYSE
346,EL,"Estee Lauder Companies, Inc. (The)",129.62,47730895753.64,,1995.0,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/el,,NYSE
347,ES,Eversource Energy,64.62,20477160912.96,,,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/es,,NYSE
348,EXC,Exelon Corporation,40.74,39145129750.02,,,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/exc,,NYSE
349,EXR,Extra Space Storage Inc,87.56,11033243230.68,,2004.0,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/exr,,NYSE
350,XOM,Exxon Mobil Corporation,83.03,351806917573.31,,,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/xom,,NYSE
351,FDX,FedEx Corporation,240.05,64368847703.4,,,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/fdx,,NYSE
352,RACE,Ferrari N.V.,104.38,25619642311.34,,2015.0,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/race,,NYSE
353,FCAU,Fiat Chrysler Automobiles N.V.,17.61,34273215202.77,,2014.0,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fcau,,NYSE
354,FNF,"Fidelity National Financial, Inc.",39.52,13380090973.6,,2014.0,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fnf,,NYSE
355,FIS,"Fidelity National Information Services, Inc.",94.83,31660754691.33,,,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fis,,NYSE
356,FDC,First Data Corporation,16.48,15218730457.92,,2015.0,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fdc,,NYSE
357,FRC,FIRST REPUBLIC BANK,87.57,14060265383.43,,,,,http://www.nasdaq.com/symbol/frc,,NYSE
358,FE,FirstEnergy Corporation,31.83,14159830235.49,,,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fe,,NYSE
359,FLT,"FleetCor Technologies, Inc.",190.11,17026401406.68,,2010.0,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/flt,,NYSE
360,FMC,FMC Corporation,92.2,12378936300.4,,,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/fmc,,NYSE
361,FMX,Fomento Economico Mexicano S.A.B. de C.V.,93.74,33542293054.98,,,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fmx,,NYSE
362,F,Ford Motor Company,12.58,49971561575.36,,,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/f,,NYSE
363,FTS,Fortis Inc.,36.35,15252417470.5,,2016.0,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fts,,NYSE
364,FTV,Fortive Corporation,72.06,25045099882.62,,2016.0,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ftv,,NYSE
365,FBHS,"Fortune Brands Home & Security, Inc.",66.42,10082607342.66,,,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/fbhs,,NYSE
366,FNV,Franco-Nevada Corporation,75.99,14113450354.68,,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fnv,,NYSE
367,BEN,"Franklin Resources, Inc.",43.46,24072842679.58,,,Finance,Investment Managers,http://www.nasdaq.com/symbol/ben,,NYSE
368,FCX,"Freeport-McMoran, Inc.",16.98,24580089542.64,,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fcx,,NYSE
369,FMS,Fresenius Medical Care Corporation,51.45,31586341642.8,,,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fms,,NYSE
370,GPS,"Gap, Inc. (The)",33.56,13050043369.88,,,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/gps,,NYSE
371,IT,"Gartner, Inc.",122.51,11105707791.89,,1993.0,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/it,,NYSE
372,GD,General Dynamics Corporation,198.84,59370220455.72,,,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/gd,,NYSE
373,GE,General Electric Company,17.82,154536554700.0,,,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/ge,,NYSE
374,GIS,"General Mills, Inc.",56.89,32332775444.52,,,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/gis,,NYSE
375,GM,General Motors Company,40.95,59446190676.6,,2010.0,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/gm,,NYSE
376,GPC,Genuine Parts Company,91.98,13485509362.08,,,Capital Goods,Automotive Aftermarket,http://www.nasdaq.com/symbol/gpc,,NYSE
377,GGP,GGP Inc.,23.31,22300876766.7,,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ggp,,NYSE
378,GSK,GlaxoSmithKline PLC,34.99,86052547261.22,,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gsk,,NYSE
379,GPN,Global Payments Inc.,100.83,16046331317.73,,,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/gpn,,NYSE
380,GOL,Gol Linhas Aereas Inteligentes S.A.,8.35,21870264389.0,,2004.0,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/gol,,NYSE
381,GG,Goldcorp Inc.,12.37,10726753477.73,,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gg,,NYSE
382,GS,"Goldman Sachs Group, Inc. (The)",257.17,97004904354.43,,1999.0,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gs,,NYSE
383,TV,Grupo Televisa S.A.,19.23,11340703469.1,,1993.0,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tv,,NYSE
384,HAL,Halliburton Company,44.61,38924049682.83,,,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/hal,,NYSE
385,HRS,Harris Corporation,144.09,17175607249.5,,,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrs,,NYSE
386,HIG,"Hartford Financial Services Group, Inc. (The)",55.75,19887066577.25,,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hig,,NYSE
387,HCA,"HCA Healthcare, Inc.",88.46,31319484150.0,,2011.0,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hca,,NYSE
388,HCP,"HCP, Inc.",26.83,12586179686.67,,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hcp,,NYSE
389,HDB,HDFC Bank Limited,98.62,84239419471.1,,2001.0,Finance,Commercial Banks,http://www.nasdaq.com/symbol/hdb,,NYSE
390,HSY,Hershey Company (The),114.14,24048772499.44,,,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/hsy,,NYSE
391,HES,Hess Corporation,43.4,13790524641.6,,,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hes,,NYSE
392,HPE,Hewlett Packard Enterprise Company,14.41,22983950000.0,,2015.0,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpe,,NYSE
393,HLT,Hilton Worldwide Holdings Inc.,77.09,24665055276.16,,2016.0,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hlt,,NYSE
394,HD,"Home Depot, Inc. (The)",182.58,213207542857.02,,,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hd,,NYSE
395,HMC,"Honda Motor Company, Ltd.",33.68,60700759043.92,,,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/hmc,,NYSE
396,HON,Honeywell International Inc.,154.25,117511162735.25,,,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/hon,,NYSE
397,HRL,Hormel Foods Corporation,36.79,19418799330.84,,,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/hrl,,NYSE
398,HST,"Host Hotels & Resorts, Inc.",20.14,14905376186.88,,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hst,,NYSE
399,HPQ,HP Inc.,20.92,34941721441.32,,,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpq,,NYSE
400,HSBC,HSBC Holdings plc,50.17,200626567344.56,,,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hsbc,,NYSE
401,HUM,Humana Inc.,253.64,36235034749.44,,,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/hum,,NYSE
