,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9,Exchange
493,PKG,Packaging Corporation of America,115.09,10858798929.91,n/a,2000,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/pkg,,NYSE
494,PANW,"Palo Alto Networks, Inc.",144.9,13314710014.2,n/a,2012,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/panw,,NYSE
495,PH,Parker-Hannifin Corporation,184.32,24556226826.24,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ph,,NYSE
496,PBA,Pembina Pipeline Corp.,33.91,17046818513.92,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pba,,NYSE
497,PNR,Pentair plc.,69.32,12588331144.12,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pnr,,NYSE
498,PEP,"Pepsico, Inc.",116.84,166163229831.88,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/pep,,NYSE
499,PRGO,Perrigo Company,87.72,12354548046.12,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prgo,,NYSE
500,PTR,PetroChina Company Limited,66.91,122459336245.98,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ptr,,NYSE
501,PBR,Petroleo Brasileiro S.A.- Petrobras,9.81,63983257441.65,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pbr,,NYSE
502,PFE,"Pfizer, Inc.",36.21,215837211948.57,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfe,,NYSE
503,PM,Philip Morris International Inc,102.68,159482841633.16,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/pm,,NYSE
504,PSX,Phillips 66,94.91,48094739621.17,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/psx,,NYSE
505,PNW,Pinnacle West Capital Corporation,91.01,10168526822.75,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnw,,NYSE
506,PXD,Pioneer Natural Resources Company,151.16,25722181457.4,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pxd,,NYSE
507,PAA,"Plains All American Pipeline, L.P.",18.57,13466762292.66,n/a,1998,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/paa,,NYSE
508,PNC,"PNC Financial Services Group, Inc. (The)",139.73,66483685048.13,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnc,,NYSE
509,PKX,POSCO,75.69,24220397026.44,n/a,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/pkx,,NYSE
510,POT,Potash Corporation of Saskatchewan Inc.,19.5,16383197961.0,n/a,1989,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/pot,,NYSE
511,PPG,"PPG Industries, Inc.",117.01,29776228218.27,n/a,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/ppg,,NYSE
512,PPL,PPL Corporation,36.61,25204678608.76,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppl,,NYSE
513,PX,"Praxair, Inc.",155.17,44425999762.97,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/px,,NYSE
514,PFG,Principal Financial Group Inc,71.54,20657510451.06,n/a,2001,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/pfg,,NYSE
515,PG,Procter & Gamble Company (The),89.38,226753313190.4,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/pg,,NYSE
516,PGR,Progressive Corporation (The),52.45,30506703772.05,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pgr,,NYSE
517,PLD,"Prologis, Inc.",66.13,35186582660.0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pld,,NYSE
518,PRU,"Prudential Financial, Inc.",115.87,49128880000.0,n/a,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pru,,NYSE
519,PUK,Prudential Public Limited Company,50.84,65733471998.6,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/puk,,NYSE
520,TLK,"PT Telekomunikasi Indonesia, Tbk",30.75,30461631604.5,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tlk,,NYSE
521,PEG,Public Service Enterprise Group Incorporated,52.7,26668244285.7,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/peg,,NYSE
522,PSA,Public Storage,210.26,36593906706.94,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa,,NYSE
523,PVH,PVH Corp.,137.14,10617985233.08,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/pvh,,NYSE
524,DGX,Quest Diagnostics Incorporated,97.33,13266024689.86,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/dgx,,NYSE
525,RJF,"Raymond James Financial, Inc.",88.4,12765006763.6,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjf,,NYSE
526,RTN,Raytheon Company,188.58,54516026460.0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtn,,NYSE
527,O,Realty Income Corporation,55.47,15630636914.58,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/o,,NYSE
528,RHT,"Red Hat, Inc.",124.49,22028154811.67,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rht,,NYSE
529,REG,Regency Centers Corporation,68.0,11567511552.0,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/reg,,NYSE
530,RF,Regions Financial Corporation,16.57,19220727639.01,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rf,,NYSE
531,RGA,"Reinsurance Group of America, Incorporated",164.17,10573214694.37,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rga,,NYSE
532,RENX,RELX N.V.,23.15,46623019635.8,n/a,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/renx,,NYSE
533,RELX,RELX PLC,23.83,48039841859.5,n/a,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/relx,,NYSE
534,RSG,"Republic Services, Inc.",64.31,21493978752.58,n/a,1998,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/rsg,,NYSE
535,RMD,ResMed Inc.,85.25,12097308157.0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rmd,,NYSE
536,QSR,Restaurant Brands International Inc.,64.46,15393924333.7,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/qsr,,NYSE
537,RIO,Rio Tinto Plc,47.89,85405797860.95,n/a,2002,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rio,,NYSE
538,ROK,"Rockwell Automation, Inc.",190.13,24432259228.95,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rok,,NYSE
539,COL,"Rockwell Collins, Inc.",131.98,21500152671.46,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/col,,NYSE
540,RCI,"Rogers Communication, Inc.",52.4,21085939889.2,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/rci,,NYSE
541,ROL,"Rollins, Inc.",46.11,10050834350.94,n/a,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/rol,,NYSE
542,ROP,"Roper Technologies, Inc.",262.24,26843459132.16,n/a,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rop,,NYSE
543,RY,Royal Bank Of Canada,78.9,114633619772.1,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ry,,NYSE
544,RBS,Royal Bank Scotland plc (The),7.59,45396698970.81,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs,,NYSE
545,RCL,Royal Caribbean Cruises Ltd.,124.7,26696892065.0,n/a,1993,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rcl,,NYSE
546,SPGI,S&P Global Inc.,164.73,42006150000.0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/spgi,,NYSE
547,CRM,Salesforce.com Inc,103.53,74779719000.0,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm,,NYSE
548,SNY,Sanofi,45.7,114993462041.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sny,,NYSE
549,SAP,SAP SE,112.97,135408535430.74,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sap,,NYSE
550,SSL,Sasol Ltd.,30.91,20223651315.78,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssl,,NYSE
551,SLB,Schlumberger N.V.,62.15,86094014033.5,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/slb,,NYSE
552,SEE,Sealed Air Corporation,47.34,10888035162.12,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/see,,NYSE
553,SRE,Sempra Energy,120.26,30218619282.18,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre,,NYSE
554,NOW,"ServiceNow, Inc.",120.59,20825893000.0,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now,,NYSE
555,SJR,Shaw Communications Inc.,22.56,10742244702.24,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sjr,,NYSE
556,SHW,Sherwin-Williams Company (The),393.96,36840742347.36,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw,,NYSE
557,SHG,Shinhan Financial Group Co Ltd,45.03,21353207402.61,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shg,,NYSE
558,SPG,"Simon Property Group, Inc.",158.73,49342869228.51,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spg,,NYSE
559,SKM,"SK Telecom Co., Ltd.",26.46,16831697044.68,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/skm,,NYSE
560,SLG,SL Green Realty Corporation,102.23,10045704044.45,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/slg,,NYSE
561,SNN,"Smith & Nephew SNATS, Inc.",35.64,16104347495.28,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/snn,,NYSE
562,AOS,Smith (A.O.) Corporation,62.5,10745595437.5,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/aos,,NYSE
563,SNAP,Snap Inc.,13.7,16498375645.2,n/a,2017,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/snap,,NYSE
564,SQM,Sociedad Quimica y Minera S.A.,52.42,13796761788.08,n/a,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sqm,,NYSE
565,SNE,Sony Corp Ord,47.37,59854691584.62,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/sne,,NYSE
566,SO,Southern Company (The),51.09,51275338733.19,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/so,,NYSE
567,SCCO,Southern Copper Corporation,42.5,32853709932.5,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/scco,,NYSE
568,LUV,Southwest Airlines Company,58.88,34938665420.8,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/luv,,NYSE
569,SEP,"Spectra Energy Partners, LP",38.84,12078613433.12,n/a,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sep,,NYSE
570,S,Sprint Corporation,6.07,24282097816.28,n/a,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/s,,NYSE
571,SQ,"Square, Inc.",39.13,15204651831.46,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq,,NYSE
572,SWK,"Stanley Black & Decker, Inc.",167.61,25703277431.34,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swk,,NYSE
573,STT,State Street Corporation,94.68,35110816862.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stt,,NYSE
574,STO,Statoil ASA,20.13,66321337835.28,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/sto,,NYSE
575,STM,STMicroelectronics N.V.,22.32,19704308397.12,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/stm,,NYSE
576,SYK,Stryker Corporation,154.1,57670018937.1,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/syk,,NYSE
577,SMFG,Sumitomo Mitsui Financial Group Inc,8.22,57973748685.6,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/smfg,,NYSE
578,SLF,Sun Life Financial Inc.,39.57,24216035304.48,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/slf,,NYSE
579,SU,Suncor Energy  Inc.,34.48,57025994486.48,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/su,,NYSE
580,STI,"SunTrust Banks, Inc.",61.3,29180837673.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sti,,NYSE
581,SYF,Synchrony Financial,35.35,27664611964.15,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/syf,,NYSE
582,SYT,Syngenta AG,92.36,42587422743.8,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/syt,,NYSE
583,SYY,Sysco Corporation,57.7,30064949664.0,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/syy,,NYSE
584,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,39.41,204383255160.0,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsm,,NYSE
585,TAL,TAL Education Group,27.29,13474679125.66,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tal,,NYSE
586,TPR,"Tapestry, Inc.",41.51,11804416087.87,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/tpr,,NYSE
587,TGT,Target Corporation,61.68,33548573454.24,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tgt,,NYSE
588,TTM,Tata Motors Ltd,31.56,21434609713.08,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/ttm,,NYSE
589,TEL,TE Connectivity Ltd.,94.25,33141806477.0,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tel,,NYSE
590,FTI,TechnipFMC plc,27.57,12846153524.13,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/fti,,NYSE
591,TECK,Teck Resources Ltd,22.67,12933041103.49,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/teck,,NYSE
592,TI,Telecom Italia S.P.A.,8.29,17464675548.81,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ti,,NYSE
593,TFX,Teleflex Incorporated,264.41,11911476687.47,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tfx,,NYSE
594,VIV,Telefonica Brasil S.A.,14.78,24958894009.28,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/viv,,NYSE
595,TEF,Telefonica SA,10.2,52959743197.2,n/a,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tef,,NYSE
596,TU,TELUS Corporation,37.37,22217754302.37,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tu,,NYSE
597,TS,Tenaris S.A.,28.76,16976119615.4,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ts,,NYSE
598,TEVA,Teva Pharmaceutical Industries Limited,15.07,15311120000.0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/teva,,NYSE
599,TXT,Textron Inc.,54.84,14445971884.32,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/txt,,NYSE
600,BX,The Blackstone Group L.P.,31.53,37046613248.91,n/a,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/bx,,NYSE
601,SCHW,The Charles Schwab Corporation,48.42,64910708125.92,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/schw,,NYSE
602,TRV,"The Travelers Companies, Inc.",134.53,36820306198.28,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/trv,,NYSE
603,TMO,Thermo Fisher Scientific Inc,192.62,77239725665.34,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tmo,,NYSE
604,TRI,Thomson Reuters Corp,44.31,31529210484.24,n/a,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/tri,,NYSE
605,TIF,Tiffany & Co.,92.55,11523604850.4,n/a,1987,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/tif,,NYSE
606,TWX,Time Warner Inc.,90.92,70789673741.6,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/twx,,NYSE
607,TJX,"TJX Companies, Inc. (The)",74.78,47580587741.98,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tjx,,NYSE
608,TMK,Torchmark Corporation,89.09,10285158262.88,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/tmk,,NYSE
609,TD,Toronto Dominion Bank (The),58.38,107949563151.36,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/td,,NYSE
610,TOT,Total S.A.,56.74,142994082493.78,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tot,,NYSE
611,TSS,"Total System Services, Inc.",72.33,13297596513.96,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tss,,NYSE
612,TM,Toyota Motor Corp Ltd Ord,126.55,185698508726.2,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tm,,NYSE
613,TRP,TransCanada Corporation,48.21,42151477117.17,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trp,,NYSE
614,TDG,Transdigm Group Incorporated,279.32,14513383962.64,n/a,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/tdg,,NYSE
615,TWTR,"Twitter, Inc.",20.79,15442678382.67,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/twtr,,NYSE
616,TSN,"Tyson Foods, Inc.",82.02,30160309509.3,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/tsn,,NYSE
617,USB,U.S. Bancorp,54.76,90873736250.16,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb,,NYSE
618,UBS,UBS AG,17.28,64258385892.48,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/ubs,,NYSE
619,UGP,Ultrapar Participacoes S.A.,21.8,12129631092.8,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ugp,,NYSE
620,UN,Unilever NV,57.94,167059759650.08,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/un,,NYSE
621,UL,Unilever PLC,56.68,163426772125.76,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ul,,NYSE
622,UNP,Union Pacific Corporation,122.94,96774534116.1,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/unp,,NYSE
623,UAL,"United Continental Holdings, Inc.",62.09,18394313689.15,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ual,,NYSE
624,UDR,"United Dominion Realty Trust, Inc.",39.36,10538878049.28,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/udr,,NYSE
625,UPS,"United Parcel Service, Inc.",119.04,102580501451.52,n/a,1999,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ups,,NYSE
626,URI,"United Rentals, Inc.",157.84,13349253127.76,n/a,1997,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/uri,,NYSE
627,UTX,United Technologies Corporation,118.16,94359021865.36,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/utx,,NYSE
628,UNH,UnitedHealth Group Incorporated,222.88,215985753033.12,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/unh,,NYSE
629,UHS,"Universal Health Services, Inc.",107.47,10200175982.15,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/uhs,,NYSE
630,UNM,Unum Group,56.42,12660032119.28,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/unm,,NYSE
631,VFC,V.F. Corporation,74.13,29292400781.49,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/vfc,,NYSE
632,VALE,VALE S.A.,11.01,57446351911.08,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vale,,NYSE
633,VLO,Valero Energy Corporation,83.34,36468030292.38,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/vlo,,NYSE
634,VNTV,"Vantiv, Inc.",72.25,12843120696.0,n/a,2012,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/vntv,,NYSE
635,VAR,"Varian Medical Systems, Inc.",111.22,10210095430.68,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/var,,NYSE
636,VEDL,Vedanta  Limited,18.35,17052628557.65,n/a,2013,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/vedl,,NYSE
637,VTR,"Ventas, Inc.",64.07,22819417805.43,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vtr,,NYSE
638,VZ,Verizon Communications Inc.,49.9,203564097716.4,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vz,,NYSE
639,V,Visa Inc.,109.86,249881973793.68,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/v,,NYSE
640,VMW,"Vmware, Inc.",119.42,48836483938.76,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vmw,,NYSE
641,VNO,Vornado Realty Trust,76.93,14607303692.87,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vno,,NYSE
642,VMC,Vulcan Materials Company,124.86,16517040672.24,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/vmc,,NYSE
643,GWW,"W.W. Grainger, Inc.",216.77,12352245662.76,n/a,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/gww,,NYSE
644,WMT,"Wal-Mart Stores, Inc.",97.56,291431392291.08,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/wmt,,NYSE
645,DIS,Walt Disney Company (The),105.24,158945255296.56,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dis,,NYSE
646,WCN,"Waste Connections, Inc.",69.1,18217543831.7,n/a,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/wcn,,NYSE
647,WM,"Waste Management, Inc.",82.62,35874939056.58,n/a,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/wm,,NYSE
648,WAT,Waters Corporation,195.68,15563020570.88,n/a,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/wat,,NYSE
649,WEC,"WEC Energy Group, Inc.",69.26,21856763424.12,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wec,,NYSE
650,WFC,Wells Fargo & Company,56.68,279107138929.32,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wfc,,NYSE
651,HCN,Welltower Inc.,67.28,24917607858.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hcn,,NYSE
652,WLK,Westlake Chemical Corporation,96.09,12405934582.23,n/a,2004,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/wlk,,NYSE
653,WBK,Westpac Banking Corporation,23.92,80997010946.8,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/wbk,,NYSE
654,WRK,Westrock Company,60.26,15306071757.02,n/a,2015,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/wrk,,NYSE
655,WY,Weyerhaeuser Company,35.37,26698316479.29,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wy,,NYSE
656,WHR,Whirlpool Corporation,168.99,12144092375.13,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/whr,,NYSE
657,WMB,"Williams Companies, Inc. (The)",28.32,23413462267.68,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wmb,,NYSE
658,WPZ,Williams Partners LP,35.37,34444076111.01,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wpz,,NYSE
659,WIT,Wipro Limited,5.32,25757970541.52,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wit,,NYSE
660,WF,Woori Bank,44.6,10009298893.2,n/a,2014,Finance,Commercial Banks,http://www.nasdaq.com/symbol/wf,,NYSE
661,WYN,Wyndham Worldwide Corp,112.27,11342216413.88,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/wyn,,NYSE
662,XEL,Xcel Energy Inc.,51.26,26027925280.06,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/xel,,NYSE
663,XL,XL Group Ltd.,39.54,10122831992.88,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/xl,,NYSE
664,XYL,Xylem Inc.,68.2,12248719863.6,n/a,2011,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/xyl,,NYSE
665,YUMC,"Yum China Holdings, Inc.",41.01,15759134071.98,n/a,2016,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/yumc,,NYSE
666,YUM,"Yum! Brands, Inc.",81.81,27569452469.94,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/yum,,NYSE
667,ZBH,"Zimmer Biomet Holdings, Inc.",116.52,23592162815.52,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/zbh,,NYSE
668,ZTS,Zoetis Inc.,71.61,34894711224.45,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zts,,NYSE
669,ZTO,ZTO Express (Cayman) Inc.,15.91,11348980687.49,n/a,2016,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/zto,,NYSE
